Package Name;Review Text
br.gov.dataprev.carteiradigital;Nao funciona e na verdade não é um app. Apenas faz redirecionamento para o site do cidadão.br. uma vez no site, falha depois que vc informa suas credenciais, devido a problemas com o certificado no navegador Chrome.
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;Conforme esperado, um lixo. Nem encontrou o CPF no cadastro e falhou várias vezes o Captha de apenas um clique. Falta apenas refazer do zero por alguma empresa séria. Imagina se alguém que quer agilizar algo que já tem formato físico iria ter disponibilidade de ir numa agência para fazer um cadastro. Parece que ficam planejando como dificultar o máximo possível a vida do cidadão.
br.gov.dataprev.carteiradigital;Site com certificado inválido... Impossível prosseguir... Mais um aplicativo medíocre do governo... Povinho que só faz gambiarra...
br.gov.dataprev.carteiradigital;UM LIXO, só da erro de autenticação, não abre e esse App é apenas um atalho para o navegador, DESENVOLVEDORES FAVOR FAZER UM APP QUE FUNCIONE E QUE NAO SEJA APENAS UM ATALHO...
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;Quando direciona para o site para cadastrar sempre disse que deu erro e não consigo me cadastrar, apenas cpf, nome, nome da mãe e estado onde nasceu. Como pode dar erro em tão poucos campos. Resolvam isso, quero muito usar esse app
br.gov.dataprev.carteiradigital;"Não consigo cadastrar ""inconsistência "" ""divergência "" blá blá blá .. como qualquer outro programa do governo é um saco burocrático q não se pode resolver nada sozinho, te obrigando a ir a uma agência perder tempo e se estressar"
br.gov.dataprev.carteiradigital;Péssimo
br.gov.dataprev.carteiradigital;Quase todo certo, só saldo do FGTS que não apareceu em nenhuma das empresas que já trabalhei aprece tudo com a informação de que não foi informado..
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;Excelente app!
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;Não estou conseguindo fazer meu cadastro no app...
br.gov.dataprev.carteiradigital;Show
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;Não serve pra nada, faz cadastro perde tempo e nunca da certo, pura enganação.
br.gov.dataprev.carteiradigital;Uma bosta
br.gov.dataprev.carteiradigital;O app e uma verdadeira bosta..vc coloca tudo certo e ele da que tem algo errado..pode repetir varias veses que so da erro..isso que nao intendo se e pra fazer algo que nao funciona e melhor nao fazer..
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;Cadastro ridiculo com perguntas que vc nem lembra. Agora entendo a nota de outros usuários.
br.gov.dataprev.carteiradigital;Atende as propostas
br.gov.dataprev.carteiradigital;Não consigo acessar, primeiro dia até usei como minha senha pessoal mas depois só dava erro de senha, tente refazer a senhora veio uma provisória que também não entraram,
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;É ridículo. Para conseguir acesso é necessário fazer o cadastro que inicialmente seria nome, data de nascimento, CPF e estado de nascimento. Dá dados divergentes... Acho que esses dados eu conheço muito bem. Para criar meu usuário tenho que agendar uma data para ir até a previdência social... Estão loucos né? Só poderia ser um serviço público...
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;Inútil. Tentei usar a opção de solicitar a segunda via pq tive a minha perdida, ai preechie os campos ate onde pede o BO, ate ai tudo bem mas depois pede o número do documento anterior, ai eu pergunto COMO VOU SABER O NÚMERO ANTERIOR SE TIVE MEU DOCUMENTO PERDIDO OU ROUBADO ?
br.gov.dataprev.carteiradigital;Não serve para nada ninguem consegue se cadastrar parece ser falso.
br.gov.dataprev.carteiradigital;Acessei site pra me cadastrar estava em acesso HTTPS mas não carregou.
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;Gostei da ideia. Os dados pessoais na tela principal nao estão puxando a principio. Mas as experiências estao la
br.gov.dataprev.carteiradigital;Não acessa! Coisa simples, que é o preenchimento dos dados pessoais, apenas afirmam que eu estou preenchendo o CPF, MEU NOME, NOME DA MINHA MÃE E DATA DE NASCIMENTO, divergente do original.
br.gov.dataprev.carteiradigital;Por favor consertem esse problema de login do app. Só consegui acessar uma vez, quando tentei novamente não consegui mais. Esse app é excelente, só consertem isso logo.
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;
br.gov.dataprev.carteiradigital;Nunca se consegue usar. Aparece sempre o erro: código de erro D7F42F8E5F.
br.gov.dataprev.carteiradigital;Está dizendo que meu CPF não está cadastrado na previdência social.
br.gov.dataprev.carteiradigital;Como conseguem fazer uma porcaria dessas? A começar pelo cadastro. Para inserir a data de nascimento tem que ficar voltando o ano de nascimento. Não dá. Péssimo.
br.gov.dataprev.carteiradigital;Simplesmente não funciona, não consigo fazer cadastro para ter acesso as opções do aplicativo.
br.gov.dataprev.carteiradigital;
